"6.726155809391864, 4.1644128343854945"
"6.817443893606161, 4.2474924950723185"
"6.881457599220319, 4.303736197936459"
"6.928830177096726, 4.3443668732905945"
"7.37185560416281, 3.9785384131611785"
"7.6436799541277205, 3.7381974705828434"
"7.822234080733741, 3.5719910716709897"
"7.962120316990805, 3.4376093250204427"
"8.073793391463719, 3.3264749857284848"
"8.102668221339831, 3.3264749857284848"
"8.122453183520095, 3.3346977142065164"
"8.169878852581382, 3.3323103983258733"
"8.208306291515232, 3.3381394237662647"
"8.222930306353756, 3.352139501516895"
"8.19764379659664, 3.3914515181368117"
"8.181635074409431, 3.42236476460241"
"8.137895943838645, 3.4630622373759365"
"8.094336370734716, 3.5031818675863775"
"8.083665673782042, 3.5406803013495356"
"8.044375012504895, 3.60285230086431"
"8.014727305234164, 3.6556444707742486"
"7.985568002274144, 3.7067099702608175"
"7.95170420619194, 3.761174019749106"
"7.909750315369974, 3.8089201301569204"
"7.8463653938707685, 3.8329998385990613"
"7.765278394759802, 3.8615035166547855"
"7.690456283842843, 3.8847374239518757"
"7.634976634269278, 3.902867372015642"
"7.570241410059503, 3.9300735304265615"
"7.546188609034869, 3.9374870545132197"
"7.524292839019219, 3.941581144712263"
"7.505484481142293, 3.9442956720302895"
"7.473936023306362, 3.946998398454724"
"7.458240459459216, 3.937759076219894"
"7.434132112703702, 3.9309228143916286"
"7.41488549656019, 3.9300735304265935"
"7.3955354210468744, 3.92921760680105"
"7.381110236165412, 3.934447923434959"
"7.3559504549779495, 3.9471531165746647"
"7.3276907407264735, 3.9693263442810256"
"7.302780099538082, 3.989575190654854"
"7.290806090270099, 4.009290958203849"
"7.261960487668683, 4.022870594884516"
"7.241046878193026, 4.0404966209207664"
"7.260423231462067, 4.009814173284024"
"7.280383471906927, 3.977887167439235"
"7.2932313495253105, 3.9399626714362093"
"7.319376825691398, 3.9003868976503497"
"7.338342055472061, 3.8541170126457764"
"7.284892825011947, 3.9355421217004576"
"7.238583573479808, 3.9967881171371005"
"7.18444090388927, 4.073209940794552"
"7.132420996099501, 4.144975838972179"
"7.082402953844615, 4.212547875179169"
"6.8005479973159755, 4.249227426264877"
"6.5192714306927675, 4.302593061434456"
"6.254091481531468, 4.333536683776469"
"5.993969394436191, 4.368471809669298"
"5.739899700134479, 4.4064245691696176"
"5.5114238279238625, 4.413105301961426"
"5.2944473360018485, 4.415270826513659"
"5.073643257582042, 4.42560885673295"
"4.866485199126332, 4.4351679688841"
"4.666382738022808, 4.440962408165074"
"4.428250978102625, 4.467173924740129"
"4.181354816490382, 4.485107016312105"
"3.9452330577439927, 4.506492489060063"
"3.704975542090157, 4.528261520061719"
"3.4475040068405054, 4.54919754271755"
"3.3580072774271645, 4.5100343422139915"
"3.2698136204979953, 4.481405894870909"
"3.180565048551008, 4.453296543005138"
"3.076264116819006, 4.415302822206813"
"2.978737605796214, 4.3760587594224525"
"2.9372528062316654, 4.345249402376776"
"2.901394614055535, 4.318663307356113"
"2.857008666140146, 4.285750750010401"
"2.818301736967104, 4.247942309567833"
"2.7805000348733895, 4.21952215139277"
"2.7871502327783695, 4.233952234523809"
"2.7937865038614973, 4.239061341310663"
"2.800408894567205, 4.244156632292533"
"2.8070174514043114, 4.258428085737879"
"2.813612220942085, 4.263475124248533"
"2.83985435938739, 4.274443013360138"
"2.865879639736997, 4.285331976854579"
"2.891691063443705, 4.29614318240958"
"2.917291638299778, 4.306877781021527"
"2.9426843751719183, 4.31753690719356"
"2.94126811080611, 4.280791754277342"
"2.93984919358131, 4.2434859185887355"
"2.9384276159452387, 4.205593826843092"
"2.9370033703173384, 4.167089635400636"
"2.9355764490883978, 4.127947258137539"
"2.9306449429090478, 4.104399704590673"
"2.937003370317342, 4.080654298828222"
