"7.250486270608292, 4.6230336829328245"
"7.271710652757482, 4.67222492353738"
"7.323891389967407, 4.707346506697329"
"7.337477210580932, 4.71988989471334"
"7.335612884588435, 4.718750539520604"
"7.328703532418291, 4.735304878314945"
"7.332230753109773, 4.741192027887649"
"7.369984368658238, 4.705266184012821"
"7.392772189898339, 4.682277193173755"
"7.427391119905058, 4.663638892424032"
"7.465093211054718, 4.643104999471182"
"7.474778333254316, 4.639380972863867"
"7.459759232253692, 4.707046978089203"
"7.44018006515958, 4.775362774644341"
"7.416273590255537, 4.844456174985922"
"7.388252977463062, 4.906605817274031"
"7.376330557644576, 4.958478974142945"
"7.354187929348488, 4.943499131958305"
"7.341557370846083, 4.928480143555591"
"7.323702315050782, 4.9090041183660755"
"7.305523730020825, 4.889093860271553"
"7.29211066408922, 4.872999285688099"
"7.3252169927411614, 4.815811319969068"
"7.345726864873873, 4.757146010248128"
"7.385259970736815, 4.701411381945473"
"7.412021619653686, 4.644088649878366"
"7.4423491728951765, 4.5753067882291845"
"7.478736063881324, 4.552089078732378"
"7.523292106685753, 4.524059551815878"
"7.553938031995897, 4.4960650688426735"
"7.598061922205625, 4.468096609733022"
"7.621889838840877, 4.4509002452832505"
"7.653867548953153, 4.438017261979061"
"7.702388424310303, 4.415277816078248"
"7.742220267677952, 4.406771371263817"
"7.781776432472818, 4.398333887521451"
"7.824406474138198, 4.380015192268498"
"7.829125079716159, 4.309494805929946"
"7.825319572951485, 4.241108205912472"
"7.821443449228271, 4.159406093714779"
"7.817494725411601, 4.0734254486194565"
"7.816975828689102, 3.9813280739703103"
"7.738468925097674, 3.9503230756848318"
"7.6510267809086505, 3.9251136859694427"
"7.563524685523412, 3.899401747586978"
"7.475972119867377, 3.861273816481418"
"7.402315419979827, 3.8343231687251986"
"7.305199428639567, 3.809987683032162"
"7.203708033144025, 3.7783751930136162"
"7.108664298828964, 3.7534941626702434"
"7.009263251803935, 3.7337735059990607"
"6.91090539981442, 3.701152107138846"
"6.805872251307044, 3.7265567365837597"
"6.692354071033522, 3.7730491840455294"
"6.582760208102769, 3.804714564696461"
"6.472736676272771, 3.8376100562333555"
"6.3644672492879435, 3.8818814038200387"
"6.275259699117756, 3.8731711390549286"
"6.206189111046176, 3.857710934109498"
"6.1311390724626875, 3.848989127824492"
"6.06367746564516, 3.845436841155923"
"5.991818726614931, 3.823084496406377"
"5.898928513671611, 3.847049977774276"
"5.8019628788204, 3.864085971149809"
"5.70713028128932, 3.867635843505962"
"5.613067521872853, 3.871190312273992"
"5.523867119718198, 3.8947859942563277"
"5.43043942663429, 3.899882944955909"
"5.343642975439995, 3.898343940876586"
"5.256727130471797, 3.910060082286275"
"5.170483175094265, 3.921722734417436"
"5.079771498494312, 3.926785027218454"
"5.016859720101073, 3.95799503172319"
"4.94986279294589, 3.994572565466626"
"4.889595175055072, 4.023905650199762"
"4.830503545117581, 4.0524311485653115"
"4.7725278015002, 4.080184391804128"
"4.7528397672209906, 4.098678274819012"
"4.733097043466874, 4.117103462344371"
"4.713298299316076, 4.135461240493186"
"4.688316126924678, 4.159445781988378"
"4.663284451412418, 4.183273429261561"
"4.6320517402699615, 4.223036112553302"
"4.591445330778453, 4.260630735597559"
"4.556286015234316, 4.303367482485276"
"4.521709141877979, 4.333717064198423"
"4.48758446223601, 4.364215601281815"
"4.458298579252989, 4.353313171014941"
"4.43873517278317, 4.3432053238867425"
"4.414123966080835, 4.327051649652809"
"4.394450992804741, 4.316796716381614"
"4.369770832254581, 4.301310563176552"
"4.388983733170715, 4.27855902434553"
"4.408317934189893, 4.255460251592186"
"4.427775833173633, 4.232003194089245"
"4.447359883214073, 4.2180638606630225"
"4.467034215226505, 4.202894016603722"
"4.49699111280387, 4.235696341522615"
"4.526790116102531, 4.2679371432281314"
"4.551472396355894, 4.304870826641999"
"4.585936408592391, 4.330820998913543"
"4.615206864976318, 4.362364541272738"
"4.619446766119721, 4.418909571326472"
"4.623633895992027, 4.473720754905411"
"4.632649568611289, 4.522280880268916"
"4.631853778071732, 4.57021516300742"
"4.6454320734996895, 4.620769377750335"
"4.634781692579339, 4.708280882937839"
"4.628960769740603, 4.7889249201344715"
"4.627842282541984, 4.871012006612592"
"4.6221927781817795, 4.954357095967449"
"4.612128929944096, 5.03183772193802"
"4.585191353857659, 5.20282777141386"
"4.544133473125179, 5.3812007471638275"
"4.502640700953247, 5.566398402570938"
"4.455974181456162, 5.756461023550938"
"4.413407297490611, 5.9624153586078705"
"4.391148611907255, 6.0480735259344485"
"4.378423118838041, 6.134678592203693"
"4.3661510681662, 6.210832459277851"
"4.358467955930394, 6.283582942431345"
"4.351048164419837, 6.3554067044749205"
"4.391170012469678, 6.2598407558584395"
"4.42683610048343, 6.162297931557472"
"4.462590058920441, 6.075594620092157"
"4.5029265749746665, 5.986569343257437"
"4.538921778396118, 5.895276271709541"
"4.588775078333156, 5.681235975076355"
"4.643573039491629, 5.478944091832714"
"4.694358915097314, 5.278130000000001"
"4.754841064877536, 5.08673877696946"
"4.81597526674175, 4.89345426410485"
"4.827227101769007, 4.763598703614008"
"4.8389761203851736, 4.624584733529767"
"4.851256251074257, 4.473850847408558"
"4.843585703651732, 4.299441155087042"
"4.845901382145014, 4.115258517506756"
"4.846808515369066, 3.9383768672423862"
"4.84774963939273, 3.740963950617278"
"4.843421173064046, 3.5249011423938263"
"4.861546916386819, 3.293730149548292"
"4.863181872313908, 3.025277249227493"
"4.863136938222526, 2.815578984967125"
"4.863090518437969, 2.586160955684427"
"4.868846053349556, 2.3274609256649654"
"4.86226263657716, 2.051772019040726"
"4.861828479604473, 1.7405543703444408"
"4.87238595885695, 1.559722949995681"
"4.883210739583761, 1.3726658851027054"
"4.89431327193945, 1.1806885207587783"
"4.9057045650569915, 0.9857358353937968"
"4.91739622527173, 0.790606863451174"
"4.927029573074968, 0.7313976025681939"
"4.929877948724139, 0.6880431322435214"
"4.939748704098356, 0.6290044914789092"
"4.949773014905102, 0.5703519610460148"
"4.9528463512252205, 0.5275008911132915"
"4.984613844953545, 0.5478366512027577"
"5.023216107373489, 0.5528332474348048"
"5.054457209236119, 0.5730732687308233"
"5.085447230766357, 0.5932797295073868"
"5.1296991957054585, 0.6134436150665437"
"5.176704919594457, 0.6051779801943837"
"5.223841139933333, 0.5969480982863757"
"5.264728279165381, 0.5969480982863757"
"5.3121575744965615, 0.5887543173924428"
"5.346963645629703, 0.5735649260552407"
"5.354335637792403, 0.5817035968655233"
"5.361721245179499, 0.5898791396753467"
"5.381926440821789, 0.6051779801943837"
"5.38934770449846, 0.6134436150665863"
"5.395750005110672, 0.628868516095551"
"5.433892508133399, 0.8750648024974055"
"5.456019851982372, 1.1271100812256662"
"5.477104649773731, 1.3709707364221373"
"5.503018854918191, 1.6176798912703347"
"5.540146664465634, 1.8265010320633905"
"5.525134890930438, 2.2014847944280973"
"5.517258002422421, 2.545066946156176"
"5.510722331559311, 2.8291078610772047"
"5.49840586732118, 3.0914334040882707"
"5.487548427239474, 3.321664559571836"
"5.465652558729124, 3.350286987315041"
"5.44883264616521, 3.386850447999983"
"5.4211746507684575, 3.4367724046071224"
"5.39944644975456, 3.477906500002618"
"5.376974387300359, 3.520566718085174"
"5.356901934038801, 3.5430688493358247"
"5.342586065387801, 3.557816403189065"
"5.328226231658348, 3.5592933540587204"
"5.318875092312621, 3.568451604797872"
"5.298650042028646, 3.577611821498028"
"5.287018312626834, 3.4757818826685956"
"5.270141754693308, 3.3604195043577683"
"5.258926095136231, 3.2450286902762677"
"5.247567618360394, 3.1075708671695175"
"5.2419802206273065, 2.9688300855185474"
"5.237003122922619, 2.8362164491148647"
"5.231944063095035, 2.696404792477047"
"5.232164121199449, 2.5416347478639807"
"5.220878932214143, 2.398623245569283"
"5.209420316876586, 2.2489814736606277"
"5.226640276258049, 2.19018556874623"
"5.244156212717472, 2.1298749836259105"
"5.267553593115888, 2.0597418184163345"
"5.291350116375513, 1.9878268523537344"
"5.309895191608739, 1.9226206712952916"
"5.3155572085591904, 1.936544625073708"
"5.32204915809765, 1.9450306887883997"
"5.3155572085591904, 1.9812004460524477"
"5.309895191608742, 2.0118763247158"
"5.316384091485659, 2.0203203943157106"
"5.31308683616686, 2.150514581683609"
"5.309003483275317, 2.2818232498822937"
"5.300172389780654, 2.3917930462463133"
"5.302556894214872, 2.5030049734795767"
"5.298581010593922, 2.6224189840418646"
"5.27655295348531, 2.748752568780155"
"5.271243399848675, 2.86621439212999"
"5.260567234265838, 3.00284427468344"
"5.255440444163979, 3.1093963580011597"
"5.239640010565112, 3.224346588208988"
"5.214623912729867, 3.3556471788607567"
"5.162625858775298, 3.484694797989299"
"5.133885320566083, 3.592094609753527"
"5.084059653573122, 3.706270117960461"
"5.045625307231026, 3.8030199328043572"
"5.004386094076833, 3.8711903122739777"
"4.969738593431099, 3.940134225186803"
"4.9298248444621535, 4.002941147211509"
"4.901243042727969, 4.062064265238835"
"4.873077386717342, 4.119108396301762"
"4.8761216796164755, 4.162874426400084"
"4.888932254791262, 4.196480933398931"
"4.896722100957533, 4.233654997082599"
"4.899584896230106, 4.274226290724691"
"4.902416649158651, 4.313765881832746"
"4.941553040504775, 4.334394831894613"
"4.975860875355767, 4.359014493985274"
"5.010155413643631, 4.3833628270321"
"5.043987971989818, 4.408251624738362"
"5.082994389126911, 4.427939130443985"
"5.090035774348953, 4.468207722892959"
"5.097010630277008, 4.50757316559673"
